index,id,is_misinfo
100003,1248625448830918657,1
100003,1248621932104151042,1
100003,1248619385821913093,1
100003,1248606541793488896,1
100003,1248606193335119877,1
100003,1248605782813392896,1
100003,1248548862022819842,1
100003,1248486112751841281,1
100003,1248459861475487744,1
100003,1248386563685224452,1
100003,1248235247809867777,1
100003,1248211543889715202,1
100003,1248202069737177088,1
100003,1248087887473602560,1
100003,1248076311928516608,1
100003,1248023340192804875,1
100003,1248022785777115137,1
100003,1247941585502781442,1
100003,1247935266796568578,1
100003,1247883203827859456,1
100003,1247863014080028673,1
100003,1247760767853588481,1
100003,1247697008888078337,1
100003,1247652351810375685,1
100003,1247651901119791104,1
100003,1247591558809075712,1
100003,1247448470283313154,1
100003,1247425328672313345,1
100003,1247371241792643079,1
100003,1247283863342088196,1
100003,1247167569888493568,1
100003,1247062916739678208,1
100003,1246513904039190529,1
100003,1246512566647623680,1
100003,1246260336619069447,1
100003,1246183767699591169,1
100003,1246002922103635968,1
100003,1245957699101171712,1
100003,1245932862215319555,1
100003,1245921701721849858,1
100003,1245823065403129857,1
100003,1245822625131180034,1
100003,1245821649246658561,1
100003,1245821395705135105,1
100003,1245736953108213762,1
100003,1245736518192435203,1
100003,1245736180718673920,1
100003,1245736128734527488,1
100003,1245736072799191041,1
100003,1245736018722148360,1
100003,1245735947750330369,1
100003,1245646355520839683,1
100003,1245579683753676801,1
100003,1245514326519296000,1
100003,1245512289278668800,1
100003,1245419013833928705,1
100003,1245382652812824578,1
100003,1245382027005906945,1
100003,1245353737025138693,1
100003,1245145762343739393,1
100003,1245140798456422401,1
100003,1245128668277596162,1
100003,1245125243833929728,1
100003,1245080525091504129,1
100003,1245080259311132672,1
100003,1245006106721689600,1
100003,1244999762669187072,1
100003,1244872708774453248,1
100003,1244758091096158208,1
100003,1244467908236972033,1
100003,1244369903693389824,1
100003,1244322618041225217,1
100003,1244308181314080768,1
100003,1244221591845851136,1
100003,1244219113666461701,1
100003,1244107740689174533,1
100003,1243753480969478151,1
100003,1243738990575943680,1
100003,1243705054105755650,1
100003,1243680787733544960,1
100003,1243627724742242308,1
100003,1243623703096766468,1
100003,1243616936921042946,1
100003,1243568936802713602,1
100003,1243543789018451968,1
100003,1243384220845608961,1
100003,1243278554487336960,1
100003,1243182374344691712,1
100003,1243139730788749312,1
100003,1243104606118240258,1
100003,1242991951701356546,1
100003,1242975316613701632,1
100003,1242958695933169665,1
100003,1242923237366886400,1
100003,1242669446478671872,1
100003,1242213785487781892,1
100003,1242139277154299911,1
100003,1242133530328682503,1
100003,1242115665496080385,1
100003,1242088874924441602,1
100003,1241915623615205379,1
100003,1241895592835637248,1
100003,1241890738755047424,1
100003,1241826575529598976,1
100003,1241806978260914183,1
100003,1241805420181757957,1
100003,1241791031240253444,1
100003,1241677190686793728,1
100003,1241675776153530371,1
100003,1241675713088049152,1
100003,1241565348186468358,1
100003,1241565236253077505,1
100003,1241564365842718728,1
100003,1241509907259523072,1
100003,1241509548910936065,1
100003,1241490217217011718,1
100003,1241477679167057920,1
100003,1241433906144051200,1
100003,1241430485626163200,1
100003,1241422777862754305,1
100003,1241380159917379587,1
100003,1241132046598184966,1
100003,1241095065986048007,1
100003,1241059746351898630,1
100003,1241047112978137088,1
100003,1241044399053774848,1
100003,1241037353210216449,1
100003,1240815953702723584,1
100003,1240806532226461696,1
100003,1240723147630018560,1
100003,1240647300025929734,1
100003,1240644356668702721,1
100003,1240442303241752577,1
100003,1240416087289802753,1
100003,1240394474536210436,1
100003,1240387378516299783,1
100003,1240341381773549568,1
100003,1240338805187465217,1
100003,1240322732115611649,1
100003,1240237378041778176,1
100003,1240110805384933376,1
100003,1240069499132338176,1
100003,1240051588695093248,1
100003,1239975942820229129,1
100003,1239939417873231873,1
100003,1239934630905753600,1
100003,1239884875337011202,1
100003,1239788559604813824,1
100003,1239758275555422209,1
100003,1239745485088460808,1
100003,1239630187282628608,1
100003,1239520383088250882,1
100003,1239510439920316416,1
100003,1239500988328726528,1
100003,1239411377262833664,1
100003,1239374019633217536,1
100003,1239370890258845697,1
100003,1239366606326661121,1
100003,1239364458654453765,1
100003,1239334321326096384,1
100003,1239333571409489921,1
100003,1239206682980429824,1
100003,1239186112469499909,1
100003,1239176297886203906,1
100003,1239024489398222848,1
100003,1238982625064374272,1
100003,1238788397004660738,1
100003,1238780984415444992,1
100003,1238744556188897285,1
100003,1238697210872647680,1
100003,1238512387248009216,1
100003,1238486277483376643,1
100003,1238475259831033856,1
100003,1238473326324060160,1
100003,1238434278318497793,1
100003,1238416472600387584,1
100003,1238408530346086402,1
100003,1238325240536551424,1
100003,1238292052380733445,1
100003,1238283423699140608,1
100003,1238248638528327680,1
100003,1238234110818222081,1
100003,1238233761885515776,1
100003,1238219019842281473,1
100003,1238204465624170497,1
100003,1238147333428109313,1
100003,1238143220321783815,1
100003,1238131052582928385,1
100003,1238109364155592706,1
100003,1238099335667011584,1
100003,1238093069007958020,1
100003,1238089317802795008,1
100003,1238089078530347018,1
100003,1238084679728795649,1
100003,1238038429738426368,1
100003,1238003086813286400,1
100003,1237998799060000768,1
100003,1237965748372299777,1
100003,1237958750033588224,1
100003,1237932914362454019,1
100003,1237902125704888322,1
100003,1237897816275443717,1
100003,1237857485186150400,1
100003,1237804934759882754,1
100003,1237772304110825475,1
100003,1237743384955101184,1
100003,1237741779044175874,1
100003,1237724825843572742,1
100003,1237720654918619136,1
100003,1237621647005249537,1
100003,1237582027437641734,1
100003,1237552188215283715,1
100003,1237534484406263808,1
100003,1237527459269988352,1
100003,1237511967499104257,1
100003,1237461765564387328,1
100003,1237383743838416898,1
100003,1237357386995826690,1
100003,1237252345572012032,1
100003,1237186223480819713,1
100003,1237169826919055361,1
100003,1237070651560579072,1
100003,1237061437400305664,1
100003,1237037722042155009,1
100003,1236758341143199753,1
100003,1236747964317646848,1
100003,1236672699075825664,1
100003,1236650704758071297,1
100003,1236492307790102528,1
100003,1236444372192894979,1
100003,1236302828999544833,1
100003,1236285130085466112,1
100003,1236276515135840256,1
100003,1236191061128642561,1
100003,1236097805074169856,1
100003,1235999592090484736,1
100003,1235798882031820800,1
100003,1235663689455407104,1
100003,1235510683179061249,1
100003,1235267210974613504,1
100003,1235240441274159104,1
100003,1235203055496331265,1
100003,1234566237314666496,1
100003,1233880402344828928,1
100003,1233805144212545537,1
100003,1233758272718622721,1
100003,1233757539231322112,1
100003,1233756443280642058,1
100003,1232944004570001408,1
100003,1232894774207664128,1
100003,1232831704345251840,1
100003,1232827951625986050,1
100003,1232824430021079040,1
100003,1232778082731335680,1
100003,1232339103175319554,1
100003,1232227557900259330,1
100003,1231794630120923136,1
100003,1228240335031107584,1
100004,1252654573166051329,1
100004,1245384238897205250,1
100004,1244260009015377920,1
100004,1243536985744199680,1
100004,1243514215165562880,1
100004,1242958696780455936,1
100004,1242474843137703938,1
100004,1242400453700096001,1
100004,1236692357476691968,1
100004,1236692122725736452,1
100004,1236692012893704193,1
100004,1236691906211598337,1
100004,1236691668356796416,1
100004,1236627980086108161,1
100005,1245384783867400198,1
100005,1243969054139797506,1
100005,1243514400851611648,1
100005,1242958697606733824,1
100005,1241350499636367360,1
100005,1236692357476691968,1
100005,1236692122725736452,1
100005,1236692012893704193,1
100005,1236691906211598337,1
100005,1236691668356796416,1
100005,1236627980086108161,1
100005,1224095170477481984,1
100007,1245764856835342338,1
100007,1245385912902615040,1
100007,1244332460206260224,1
100007,1244286066460418049,1
100007,1244278779289059328,1
100007,1244232962524184576,1
100007,1243971778805764098,1
100007,1242958699624148992,1
100007,1242474835512446976,1
100007,1240542439510663169,1
100007,1240537749632872448,1
100007,1238410826320576512,1
100007,1238125038957670400,1
100007,1236627984683020288,1
100007,1234599421704392706,1
100008,1245386289442144260,1
100008,1242958700588851201,1
100010,1236627984683020288,1
100011,1247125579343769602,1
100011,1245388295154139138,1
100011,1245291186073501696,1
100011,1245195389587914752,1
100011,1243922136026284032,1
100011,1243536985744199680,1
100011,1242433744792727552,1
100011,1239324720383705088,1
100011,1237401216671518721,1
100011,1236627984683020288,1
100012,1248734352499933185,1
100012,1245848656370073600,1
100012,1245786579131674626,1
100012,1245388515749347334,1
100012,1244796039011303424,1
100012,1243627724742242308,1
100012,1242958702556016640,1
100012,1240542439510663169,1
100012,1240537749632872448,1
100012,1236627984683020288,1
100013,1245388723568685056,1
100013,1242958703436824576,1
100013,1236627984683020288,1
100014,1245388946370105344,1
100014,1242400453700096001,1
100014,1236627984683020288,1
100015,1245389974977069057,1
100015,1243972480999387143,1
100015,1236627986717323264,1
100016,1245390249498476544,1
100016,1236627986717323264,1
100018,1245391200833724418,1
100018,1236627986717323264,1
100019,1243627724742242308,1
100019,1242400453700096001,1
100019,1236627989036781569,1
100022,1251517138126270465,1
100022,1245392296092319755,1
100022,1243151242194489345,1
100022,1240247344131493888,1
100022,1236627989036781569,1
100023,1245392712607694860,1
100023,1236627989036781569,1
200000,1253283636843089920,0
200001,1253965710520397828,0
200001,1253959004436467713,0
200001,1252584911183249409,0
200001,1252577361545043968,0
200001,1252173733617336320,0
200001,1252151876587569153,0
200001,1249369783872770049,0
200001,1248769535739604992,0
200001,1248763632940441609,0
200001,1248740659999256580,0
200011,1256331347322257408,0
200011,1255973586642370560,0
200011,1255897334736728065,0
200011,1255716088349962243,0
200011,1255519225218727936,0
200011,1255380886259929090,0
200011,1255348345557704704,0
200011,1255278143570694144,0
200011,1255135940068036609,0
200011,1255036616059609089,0
200011,1254929398442217472,0
200011,1254855054420348928,0
200011,1254576334896062464,0
200011,1254561052777472000,0
200011,1254538030335000580,0
200011,1254482168459464704,0
200011,1254356541861269504,0
200011,1254103429313593344,0
200011,1254030281759166464,0
200011,1253740740527550464,0
200011,1253738240126922755,0
200011,1253469592577437698,0
200011,1253413867398426625,0
200011,1253392522732167168,0
200011,1253356344762986496,0
200011,1253354840954109953,0
200011,1253354215403028482,0
200011,1253330069369401346,0
200011,1253324393662476289,0
200011,1253303587612037121,0
200011,1253296809734103040,0
200011,1253276193182400512,0
200011,1253274644662095873,0
200011,1253041608242724864,0
200011,1252990925137162240,0
200011,1252942733796392960,0
200011,1252716743295995904,0
200011,1252689863184388103,0
200011,1252633251874852865,0
200011,1252439293299011587,0
200011,1251933814034661377,0
200011,1251680036161302529,0
200011,1251547177047990272,0
200011,1251524821990674435,0
200011,1251490090414682112,0
200011,1251267253842014208,0
200011,1251217286767099905,0
200011,1250875432863502336,0
200011,1250692616829767680,0
200011,1250692470335307776,0
200011,1250691106297262080,0
200011,1250659631564800000,0
200011,1250580255372427264,0
200011,1250544667571216385,0
200011,1250478992337047554,0
200011,1250448658929274881,0
200011,1250333179359006721,0
200011,1250194805323264000,0
200011,1250158790349074432,0
200011,1250142275084136448,0
200011,1250039533371973634,0
200011,1249976913675857921,0
200011,1249976300334432256,0
200011,1249936244898803719,0
200011,1249848145938350082,0
200011,1249806348797259777,0
200011,1249602131650383878,0
200011,1249474267625840641,0
200011,1249322802383118337,0
200011,1249317112432201728,0
200011,1249312896032608257,0
200011,1249132096993538048,0
200011,1249074804554072065,0
200011,1249016796113514502,0
200011,1248969149499334656,0
200011,1248804483275976704,0
200011,1248780614892810240,0
200011,1248780133843865600,0
200011,1248780081691910144,0
200011,1248779780679491586,0
200011,1248778880262995968,0
200011,1248738224513703936,0
200011,1248728855382093824,0
200011,1248717007102640138,0
200011,1248717006951645190,0
200011,1248717005101858817,0
200011,1248717005013868550,0
200011,1248693614202454017,0
200011,1248675273639448578,0
200011,1248556808559628288,0
200011,1248493468151721990,0
200011,1248490841053605888,0
200011,1248358360774332416,0
200011,1248288329029881856,0
200011,1248206877592293377,0
200011,1247956297082798080,0
200011,1247925796724858880,0
200011,1247901281156337669,0
200011,1247871822197972993,0
200011,1247683860277727233,0
200011,1247612418097844225,0
200011,1247592969219211264,0
200011,1247582589201928193,0
200011,1247580197433618433,0
200011,1247528350303698950,0
200011,1247520086136479748,0
200011,1247446910543241217,0
200011,1247385947802607616,0
200011,1247260028718874624,0
200011,1247081105397886978,0
200011,1247080544476835840,0
200011,1247080414411468800,0
200011,1247007077790146560,0
200011,1246879024388792320,0
200011,1246859682309902339,0
200011,1246831302743134208,0
200011,1246761258185101312,0
200011,1246705412889628672,0
200011,1246667806910877696,0
200011,1246667286733357058,0
200011,1246609186969903104,0
200011,1246556431794475008,0
200011,1246505260652380161,0
200011,1246444943566143489,0
200011,1246385243818467330,0
200011,1246217711002226693,0
200011,1246217528940134401,0
200011,1246163993745596418,0
200011,1246135696894701571,0
200011,1246092910971379712,0
200011,1246072457754079239,0
200011,1245893643430289409,0
200011,1245891810263621632,0
200011,1245703420964716546,0
200011,1245687222055116800,0
200011,1245660983885844480,0
200011,1245397572199550986,0
200011,1245359378582167552,0
200011,1245358679278473216,0
200011,1245348454278275072,0
200011,1245338775678574592,0
200011,1245312469322608641,0
200011,1245308599863144448,0
200011,1245305612482703361,0
200011,1245259450388066304,0
200011,1245233100965249024,0
200011,1245189013125947393,0
200011,1245143996097351680,0
200011,1245129891932225538,0
200011,1245028793053569025,0
200011,1245013505918427136,0
200011,1244997678829719553,0
200011,1244977118544646145,0
200011,1244869125756895238,0
200011,1244866784991285249,0
200011,1244743427016851456,0
200011,1244717429609189381,0
200011,1244695607903543300,0
200011,1244603786871488514,0
200011,1244519605063704577,0
200011,1244455991372124160,0
200011,1244441029778046982,0
200011,1244390561609588742,0
200011,1244389222645030913,0
200011,1244389150624608256,0
200011,1244376699539685376,0
200011,1244350499341688832,0
200011,1244330110939004930,0
200011,1244325096862494720,0
200011,1244323325729439746,0
200011,1244286090351001601,0
200011,1244115963227889667,0
200011,1244114949372329984,0
200011,1244031416536428545,0
200011,1244017639279611910,0
200011,1243993476129107974,0
200011,1243986435218247680,0
200011,1243963797871579139,0
200011,1243932889122824192,0
200011,1243878626539552771,0
200011,1243829916459810816,0
200011,1243823746344816640,0
200011,1243818762211557378,0
200011,1243790094852653056,0
200011,1243781972251381760,0
200011,1243737996899151874,0
200011,1243650742650580992,0
200011,1243626978579750914,0
200011,1243585746302201857,0
200011,1243565007805255681,0
200011,1243558677891727363,0
200011,1243557637595246594,0
200011,1243544054597632000,0
200011,1243522799928586240,0
200011,1243513437868691456,0
200011,1243507247789084674,0
200011,1243500200041361408,0
200011,1243499338556420096,0
200011,1243497685480402946,0
200011,1243496497792069634,0
200011,1243448933235355649,0
200011,1243401367231680513,0
200011,1243400430291316736,0
200011,1243314365555712000,0
200011,1243231432316579840,0
200011,1243164612905795585,0
200011,1243075868592758787,0
200011,1243071698024501250,0
200011,1243049264789352448,0
200011,1242989363106967552,0
200011,1242989352235364352,0
200011,1242968667798806528,0
200011,1242946927718785025,0
200011,1242945750020980736,0
200011,1242941866179465218,0
200011,1242939380584656896,0
200011,1242938667775098880,0
200011,1242922087309881351,0
200011,1242908397642620931,0
200011,1242887028288749568,0
200011,1242871331215081472,0
200011,1242850731834724352,0
200011,1242836826399870984,0
200011,1242825483445768193,0
200011,1242813520221065216,0
200011,1242813464982114304,0
200011,1242795717829115910,0
200011,1242786917634191361,0
200011,1242773570721284099,0
200011,1242706949369708550,0
200011,1242656491552702464,0
200011,1242656267018973185,0
200011,1242649009702879233,0
200011,1242643651504685056,0
200011,1242639633164439553,0
200011,1242629988165304320,0
200011,1242619546508210176,0
200011,1242618993095163905,0
200011,1242614370611482624,0
200011,1242610742827741184,0
200011,1242601705008771082,0
200011,1242599839185211393,0
200011,1242599629268664325,0
200011,1242591737153011713,0
200011,1242590988423573505,0
200011,1242587275776516096,0
200011,1242585543415934978,0
200011,1242578357495218176,0
200011,1242576457496285189,0
200011,1242574570973872128,0
200011,1242567273245593600,0
200011,1242565216442949632,0
200011,1242565034888347650,0
200011,1242564425149800449,0
200011,1242561752237252608,0
200011,1242561681269522432,0
200011,1242555528028532738,0
200011,1242489468843626496,0
200011,1242472717120614401,0
200011,1242463388254343171,0
200011,1242357392668491777,0
200011,1242279728309911552,0
200011,1242224608427868165,0
200011,1242204620350541835,0
200011,1242128914190946306,0
200011,1242104396474916865,0
200011,1242077782479458310,0
200011,1241904150692143110,0
200011,1241888350962769921,0
200011,1241879393280184325,0
200011,1241871300248952833,0
200011,1241865452982161410,0
200011,1241847284024950789,0
200011,1241757322667372545,0
200011,1241734074730872833,0
200011,1241715917626568704,0
200011,1241700245991346177,0
200011,1241667370881556481,0
200011,1241406592920064000,0
200011,1241361190544011265,0
200011,1241342563086450690,0
200011,1241331439532195840,0
200011,1241300368912519168,0
200011,1241290059543871489,0
200011,1241283455599521792,0
200011,1241237256247169024,0
200011,1241222809906565121,0
200011,1241116426670198784,0
200011,1241073018568351744,0
200011,1241063352631201792,0
200011,1241042819260616705,0
200011,1241039812020355072,0
200011,1240994114528858113,0
200011,1240993770767818753,0
200011,1240973548887265280,0
200011,1240962787725230080,0
200011,1240953734705840128,0
200011,1240949104001167360,0
200011,1240935993169063937,0
200011,1240934467373543424,0
200011,1240902019415752704,0
200011,1240847015707320320,0
200011,1240820245230567425,0
200011,1240791424112775170,0
200011,1240786379388280832,0
200011,1240733140869578752,0
200011,1240724740614107137,0
200011,1240710882096603136,0
200011,1240706767509540865,0
200011,1240699964864397319,0
200011,1240697360633614336,0
200011,1240695914278162433,0
200011,1240665584066494465,0
200011,1240645280476905475,0
200011,1240591027653824512,0
200011,1240583949157642240,0
200011,1240550442540699651,0
200011,1240546053029494785,0
200011,1240515207702724608,0
200011,1240512059688837120,0
200011,1240500240190332929,0
200011,1240497782097620992,0
200011,1240497153488957441,0
200011,1240490291867484162,0
200011,1240468157451698177,0
200011,1240427724256112641,0
200011,1240350409752862720,0
200011,1240315233064927234,0
200011,1240310568675766272,0
200011,1240293202248241153,0
200011,1240281988856233984,0
200011,1240272445694554113,0
200011,1240258595377291266,0
200011,1240243828021432323,0
200011,1240189827175182338,0
200011,1240167195193139200,0
200011,1240044040462065664,0
200011,1240042371330555918,0
200011,1240037334458028032,0
200011,1239997663778668545,0
200011,1239991400009207809,0
200011,1239974866138234880,0
200011,1239968684719796233,0
200011,1239965057028517892,0
200011,1239941095326441472,0
200011,1239941008143630336,0
200011,1239887846477049856,0
200011,1239849109038784513,0
200011,1239845432248893440,0
200011,1239801100133371904,0
200011,1239738791775989760,0
200011,1239738195157401606,0
200011,1239715048043446272,0
200011,1239699270632198145,0
200011,1239679064790585345,0
200011,1239639081593823233,0
200011,1239561811638095883,0
200011,1239560938040233987,0
200011,1239559680642486272,0
200011,1239513631794085889,0
200011,1239492744231497728,0
200011,1239436621226717185,0
200011,1239363465388552197,0
200011,1239346613149216774,0
200011,1239337774450446337,0
200011,1239336649307369477,0
200011,1239272364627513344,0
200011,1239257420322332672,0
200011,1239249204653899777,0
200011,1239219023784611840,0
200011,1239188532259966978,0
200011,1239136391746871297,0
200011,1239091579316400128,0
200011,1239035693466345473,0
200011,1239019183398060033,0
200011,1238929204139286528,0
200011,1238909966888644609,0
200011,1238909624746684418,0
200011,1238887282310033410,0
200011,1238803686362468352,0
200011,1238734118973825026,0
200011,1238694339309719552,0
200011,1238655966599688194,0
200011,1238626457963896837,0
200011,1238623494197346307,0
200011,1238618021473783808,0
200011,1238609314631290885,0
200011,1238546376314650624,0
200011,1238525024098750467,0
200011,1238518232748703744,0
200011,1238491027335311360,0
200011,1238484270844219392,0
200011,1238472976929935361,0
200011,1238471351872024576,0
200011,1238470855811715073,0
200011,1238449735368916995,0
200011,1238433889376448512,0
200011,1238431420202266624,0
200011,1238410432399933440,0
200011,1238407315281326080,0
200011,1238356037150924800,0
200011,1238355653326000128,0
200011,1238280313807110144,0
200011,1238231702260064259,0
200011,1238211457000427520,0
200011,1238200853586014208,0
200011,1238194360673546240,0
200011,1238194299793268738,0
200011,1238185627411271683,0
200011,1238185501456293888,0
200011,1238144635110920198,0
200011,1238131402106908681,0
200011,1238098511104741380,0
200011,1238093608261050368,0
200011,1238089160243793921,0
200011,1237979725999439872,0
200011,1237977880593924101,0
200011,1237971906197938176,0
200011,1237944719088345088,0
200011,1237876115252727809,0
200011,1237872720307613704,0
200011,1237864554568118272,0
200011,1237861560590020608,0
200011,1237856508206968838,0
200011,1237843651960532992,0
200011,1237826465028325377,0
200011,1237789810355589120,0
200011,1237748282102878208,0
200011,1237696996762431489,0
200011,1237675789036007425,0
200011,1237534813222875136,0
200011,1237524969841520641,0
200011,1237495959950487554,0
200011,1237446005387333634,0
200011,1237355784473849864,0
200011,1237223527801069569,0
200011,1237162868664963075,0
200011,1237145874049855488,0
200011,1237126862557589505,0
200011,1237107740172001281,0
200011,1237034736649777152,0
200011,1237028749977227266,0
200011,1236985383021416448,0
200011,1236942015088209922,0
200011,1236926483362394113,0
200011,1236921669958197249,0
200011,1236899318377746433,0
200011,1236853305365561345,0
200011,1236715312961204224,0
200011,1236634658990940162,0
200011,1236625148817571840,0
200011,1236619050672967680,0
200011,1236603367746650112,0
200011,1236521562779631617,0
200011,1236514171996569605,0
200011,1236454220649451521,0
200011,1236431837641269259,0
200011,1236316831423528960,0
200011,1236282086346153984,0
200011,1236215368328318977,0
200011,1236192572575485952,0
200011,1236158992738430976,0
200011,1236129093604663296,0
200011,1236060430059089921,0
200011,1235908034758664193,0
200011,1235798883713683456,0
200011,1235778719547109384,0
200011,1235630680467529728,0
200011,1235626319968382977,0
200011,1235621516345135105,0
200011,1235520071256047617,0
200011,1235518706438082560,0
200011,1235250885233479680,0
200011,1235234927937048577,0
200011,1235219476091719681,0
200011,1235172129403883520,0
200011,1235101990666919936,0
200011,1235049799788818432,0
200011,1235014618910728196,0
200011,1234992753513123840,0
200011,1234955760217591808,0
200011,1234955759043203072,0
200011,1234955755838672896,0
200011,1234954909717495809,0
200011,1234954907150667777,0
200011,1234954905678381056,0
200011,1234954903849709568,0
200011,1234954902734065666,0
200011,1234954901588971520,0
200011,1234954900087431169,0
200011,1234954897541431306,0
200011,1234954894177710083,0
200011,1234954892856451073,0
200011,1234954891694628868,0
200011,1234954890562199552,0
200011,1234954889412915200,0
200011,1234954885663203328,0
200011,1234954884425900032,0
200011,1234954883318591490,0
200011,1234954881930342400,0
200012,1256348326800195585,0
200012,1256346178268147719,0
200012,1256332086413111296,0
200012,1256293804572803072,0
200012,1256292091703017474,0
200012,1256270656729231360,0
200012,1256257402112016386,0
200012,1256253087959920643,0
200012,1256252307253198849,0
200012,1256251480207654912,0
200012,1256246327903752193,0
200012,1256245218803961856,0
200012,1256243492323557376,0
200012,1256229611769335814,0
200012,1256180117207990274,0
200012,1256121747708899328,0
200012,1256105716135473152,0
200012,1256102043556732933,0
200012,1256093654147428353,0
200012,1256019252907175936,0
200012,1255947544527544320,0
200012,1255935840091541504,0
200012,1255917719637184514,0
200012,1255904864506228737,0
200012,1255883955968053249,0
200012,1255837022541041664,0
200012,1255835981728477184,0
200012,1255803797701644289,0
200012,1255798633456373760,0
200012,1255794736759140352,0
200012,1255772260473995266,0
200012,1255734257424703490,0
200012,1255702770797039616,0
200012,1255699924865384448,0
200012,1255686281948004353,0
200012,1255665994703540225,0
200012,1255615048178733057,0
200012,1255605293351866369,0
200012,1255602604228390912,0
200012,1255597367409156096,0
200012,1255594526204465153,0
200012,1255580467694272513,0
200012,1255579463020142594,0
200012,1255565761248210944,0
200012,1255563504075112448,0
200012,1255547005830660098,0
200012,1255538464398983168,0
200012,1255537146938691584,0
200012,1255533439492784128,0
200012,1255522891065630721,0
200012,1255484576740376577,0
200012,1255421718199402497,0
200012,1255387005283958784,0
200012,1255349682039128066,0
200012,1255347501646974980,0
200012,1255345843764420609,0
200012,1255301409639104512,0
200012,1255288111233413122,0
200012,1255268594709073921,0
200012,1255256099080601602,0
200012,1255245078450319368,0
200012,1255240518868631552,0
200012,1255237078335569926,0
200012,1255231082347335684,0
200012,1255211151971024897,0
200012,1255210594287980546,0
200012,1255203024659570689,0
200012,1255201460675100673,0
200012,1255191296907653120,0
200012,1255180233256448000,0
200012,1255176044618960896,0
200012,1255166442590343170,0
200012,1255155831642796033,0
200012,1255131995778105346,0
200012,1255092863148462080,0
200012,1255073858920595458,0
200012,1255068286141829120,0
200012,1255042935931969536,0
200012,1255042922745073665,0
200012,1255041409641414656,0
200012,1254938474710478850,0
200012,1254937336531619841,0
200012,1254915758531981313,0
200012,1254905018895020032,0
200012,1254840737402937347,0
200012,1254816304919437316,0
200012,1254813367585452032,0
200012,1254779019679035397,0
200012,1254776115454808067,0
200012,1254768288560631809,0
200012,1254761411949015040,0
200012,1254714242198110208,0
200012,1254667771020886018,0
200012,1254632626998194176,0
200012,1254624942433251328,0
200012,1254621195837685761,0
200012,1254602458292203523,0
200012,1254541858769973251,0
200012,1254535664084963328,0
200012,1254528993421864961,0
200012,1254518408986726407,0
200012,1254482168459464704,0
200012,1254482034824638464,0
200012,1254477640054046720,0
200012,1254474258685796352,0
200012,1254463025035313152,0
200012,1254462646470029313,0
